Username,Followers,Confidence,Score_tag,Agreement,Subjectivity,Irony,Tweet
ComitatusPosse,8,94,N,DISAGREEMENT,SUBJECTIVE,NONIRONIC
MovieGeekFeed,715,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC
megaa_117,292,100,N,AGREEMENT,SUBJECTIVE,NONIRONIC
jaemsspinach,51,100,N+,AGREEMENT,SUBJECTIVE,NONIRONIC
pudgedyfudgedy,372,94,NEU,DISAGREEMENT,SUBJECTIVE,NONIRONIC
Ayem0,2563,97,P+,AGREEMENT,OBJECTIVE,NONIRONIC
ChasingSpacey,546,100,P,AGREEMENT,SUBJECTIVE,NONIRONIC
MrsFridayNext,19589,100,N,AGREEMENT,SUBJECTIVE,NONIRONIC
DorianParksnRec,17840,100,P,AGREEMENT,SUBJECTIVE,NONIRONIC
ComitatusPosse,8,94,N,DISAGREEMENT,SUBJECTIVE,NONIRONIC
hussssiiii,384,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC
AdamWebb1994,102,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC
julesbbyx,16,100,N,AGREEMENT,OBJECTIVE,NONIRONIC
kaseeuh,1749,100,P,AGREEMENT,OBJECTIVE,NONIRONIC
ComitatusPosse,8,94,N,DISAGREEMENT,SUBJECTIVE,NONIRONIC
HendersonEsque,3523,100,N,AGREEMENT,OBJECTIVE,NONIRONIC
jimmythemvp,10,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC
