Username,Followers,Confidence,Score_tag,Agreement,Subjectivity,Irony,Tweet
nahoyxx,247,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @itsanevergreen: only Game Of Thrones could make me cry over a fucking dress https://t.co/12sSdRD8Oo"""
enithecreator,416,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @IsaacWalex: ""Jon Snow is Aegon Targaryen"" is the most pointless historical fact ever"""
diego_tabg,45,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @springsansa: Stark wolves, Tully scales, Weirwood leaves, Sansa IS the North https://t.co/bz2Pd8DfQC"""
TarotbyMegan,139,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""@GameOfThrones, seriously wtf?!?!? Bran? Really? #didnotseethatcoming https://t.co/Tast964xoF"""
katie_flano,45,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @odairannies: sansa's coronation was literally one of the most beautiful scenes and i will never shut up about it https://t.co/cAqLlKzzad"""
lemoneyduh,328,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @mollymcnearney: We should try holding our politicians to the same standard we've set for producers of Game of Thrones."""
SioGw,31,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @Thrones_Memes: The entire Game of Thrones fandom right now... https://t.co/GiJSwo0kWB"""
scubasteeev,306,100,P,AGREEMENT,OBJECTIVE,NONIRONIC,"""@volcaniclauren this scene got me just as tingly as when sansa told her uncle to grab some bench"""
Crsatolwd,183,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""Lmao why did I wait to start Game of Thrones ?"""
sal_67h,79,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @ultrabrilliant: One second from every episode of Game of Thrones. https://t.co/rFz2CFLwBx"""
MayGrier00,8559,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @ladycerseis: cersei lannister knowing she is the last person who sat on the iron throne
https://t.co/ihePlovPMC"""
TooToedJimmy,104,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""They put all that thought and effort into the wardrobes but not the storyline."""
mxggxx,507,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @aleexpalumbo: can everyone stfu about game of thrones already. thank u."""
SusieMolloy,332,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @edbott: Eight years, one month, and 26 days later, this tweet enters the Hall of Fame. https://t.co/TJkSVNAREi"""
papakiladorani,1214,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""the queen we deserved. sigh"""
HusebyatHome,255,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @odairannies: cersei and daenerys when they see each other in hell https://t.co/bi0ZHMcUpa"""
rosewelch221b,82,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @odairannies: sansa's coronation was literally one of the most beautiful scenes and i will never shut up about it https://t.co/cAqLlKzzad"""
_byang_,471,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @fivefifths: Avatar the Last Airbender, and I say this unironically https://t.co/Sa4K3Wca8B"""
raelee514,1526,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @dottweets: Black Sails https://t.co/dr5xTPsPj2"""
noitsnotbilly,52,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""Battle of the Bastards nya game of thrones retake ulang di Sarinah"""
hi_im_tumnus,156,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @Cam_Oflage: Tyrion &amp; Jon debate cancelling Arya for using Faceless magic to impersonate Grey Worm https://t.co/5ElzMEabsV"""
DorkaBerecz,285,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @odairannies: cersei and daenerys when they see each other in hell https://t.co/bi0ZHMcUpa"""
dracarysmami,583,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @aryastarks: daenerys.... will always be jon's queen. he didn't say that to trick her, he said that because he believed it"""
KopiteLuke1892,3795,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @ToiIetBoy: Game of Thrones fans @ Bran https://t.co/GAe8ZNKLCa"""
maathilde_1,434,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @Holyzusss: Bran dans les rues de Kings Landing quand tout sera reconstruit https://t.co/BRvmekUaGs"""
emmaksmith13,252,94,N,DISAGREEMENT,OBJECTIVE,NONIRONIC,"""RT @ZachWahls: Have to confess I'm a little surprised Drogon can understand a complicated sociological metaphor but not a simple who-dun-it."""
sadconcubine,108,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @XSHE_KAE: This man Tyrion beat more court cases than OJ lmaoo"""
St_pious,7980,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @ultrabrilliant: One second from every episode of Game of Thrones. https://t.co/rFz2CFLwBx"""
cshsavp,204,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @lifehacker: How to cancel HBO now that Game of Thrones is over https://t.co/dhlJF99zkV https://t.co/7qjxsIDG1e"""
breakin_EGGS,430,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @fivefifths: Avatar the Last Airbender, and I say this unironically https://t.co/Sa4K3Wca8B"""
Boobafett69,1203,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @ultrabrilliant: One second from every episode of Game of Thrones. https://t.co/rFz2CFLwBx"""
mlaureBnd,140,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @ultrabrilliant: One second from every episode of Game of Thrones. https://t.co/rFz2CFLwBx"""
h8unt3d,285,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @JustinWhang: I'm only signing the Game of Thrones petition if this is the new ending https://t.co/kWnZ7L9GFr"""
sam_levers,150,100,N,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @danytargyryen: not gonna lie drogon trying to wake dany up ripped my heart right out of my chest https://t.co/qtTNvkPoN9"""
kateyvns,782,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @Thrones_Memes: The entire Game of Thrones fandom right now... https://t.co/GiJSwo0kWB"""
chxrlxttexll,123,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @Holyzusss: Bran dans les rues de Kings Landing quand tout sera reconstruit https://t.co/BRvmekUaGs"""
KforKeller,15,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""@HoddinottSamuel @CinemaWinner Bran's wheelchair"""
tiltaraiza,316,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""Now excuse me while I quote tweet something about Game Of Thrones with a flippant mention of Dogtanian"""
leafcrunch,687,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @fivefifths: Avatar the Last Airbender, and I say this unironically https://t.co/Sa4K3Wca8B"""
pilarzapata_,581,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @odairannies: cersei and daenerys when they see each other in hell https://t.co/bi0ZHMcUpa"""
jjsvtn,60,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @KrizpieD: Sansa, literally 0.2 milliseconds after a king is picked: #GOT #GameOfThronesFinale https://t.co/JCvF3yfb3x"""
mujghannn,388,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @fivefifths: Avatar the Last Airbender, and I say this unironically https://t.co/Sa4K3Wca8B"""
maullarmaullar,5508,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""can't believe at the end of game of thrones they pushed the throne away from falling on earth... amazing"""
yangrunenberger,861,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @DataIsBeautiful: [OC] Google searches for ""cancel HBO subscription"" this past week https://t.co/zRfyMGIgOP #dataviz"""
roundsuperman,208,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""Truth. Never yelled at a tv so much during a finale"""
Shoooeyy,159,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @GodspowerTalks: #GameOfThronesFinale this is single handedly the most bad-ass scene in game of thrones https://t.co/gtJ6d8JRK2"""
breedyofbrannah,560,100,P,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @gmannVOLS: Gendry was so bad at sex that Arya wanted to go places that weren't even on a map"""
fondiously,253,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @ladyofvaIyria: it was sansa stark https://t.co/2d1MQ8QQun"""
Sharpe222,428,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @edbott: Eight years, one month, and 26 days later, this tweet enters the Hall of Fame. https://t.co/TJkSVNAREi"""
marcodhallu1,134,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @ultrabrilliant: One second from every episode of Game of Thrones. https://t.co/rFz2CFLwBx"""
SamiPunk1,13,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @ultrabrilliant: One second from every episode of Game of Thrones. https://t.co/rFz2CFLwBx"""
Adrifp_Quinn,389,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @daydreambts7: FOREVER QUEEN #Daenerys https://t.co/WrwasmI8r6"""
artomofeb,665,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @handokotjung: Game of Thrones Finale. https://t.co/Knypmvak8t"""
KyemahC,469,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""I aint like Sansa from S1E1 to S8E6. She really shouldve died man"""
BrandonOglesby5,414,100,N,AGREEMENT,SUBJECTIVE,NONIRONIC,"""RT @purvis_madison: imagine being proud of not watching the greatest television show of our time https://t.co/q4bsWgq0lq"""
mvscribn,15,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""@Mr_Ultrashady @isthisgeorgia Things like the creation of Game of Thrones?"""
TMI_Joeyy_,1072,100,N+,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @HenRay_DS: How much come be Drogon? https://t.co/b2j44AaOhL"""
RyanCTJ,1041,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @mollymcnearney: We should try holding our politicians to the same standard we've set for producers of Game of Thrones."""
thingfish69,36,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @edbott: Eight years, one month, and 26 days later, this tweet enters the Hall of Fame. https://t.co/TJkSVNAREi"""
FluxyPenguin,134,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @fivefifths: Avatar the Last Airbender, and I say this unironically https://t.co/Sa4K3Wca8B"""
Plaatiinum28,647,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""Ok but I LOVE @AlyssaEdwards_1"""
JoseJMadrid,554,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @MlNOTAURUS: The winner of Game of Thrones receives a one year supply of Anastasia Beverly Hills Cosmetics and a cash prize of $100,000"""
imanialeah,269,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @ultrabrilliant: One second from every episode of Game of Thrones. https://t.co/rFz2CFLwBx"""
Elle_louise0,6823,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @Wtfdanniel: All you need to really rule Westeros is a bowl cut. #DemThrones #GameOfThronesFinale https://t.co/yL0UiaUUme"""
sarahgksp,351,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @ultrabrilliant: One second from every episode of Game of Thrones. https://t.co/rFz2CFLwBx"""
AriadnaRocha12,150,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @Thrones_Memes: One second from every episode of Game of Thrones. https://t.co/SXfXqUacPy"""
ViolentNoe,364,100,N+,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @LordsDontWorry: Drogon when he lands with Dany's body
#GameOfThornes https://t.co/VHhUhbflr8"""
ManuelDAlvarado,804,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @DrNerdLove: ""What's west of Westeros?""
My wife: The Resteros"""
Mikk_Money,228,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @ultrabrilliant: One second from every episode of Game of Thrones. https://t.co/rFz2CFLwBx"""
usethehorserey,734,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""....possibly writing a bi Equestrian Daenerys x Missandei textfic....."""
joao_gamito,250,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @Thrones_Memes: The entire Game of Thrones fandom right now... https://t.co/GiJSwo0kWB"""
Kaz5656,123,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @GGAlt6: daenerys targaryen is the Angela Merkel of A song of fire and ice #GameOfThonesFinal https://t.co/nYhoNQ8QNw"""
ortyblc,46,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @odairannies: cersei and daenerys when they see each other in hell https://t.co/bi0ZHMcUpa"""
ceejRL,91,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @MuhammadMods: Jon Snow after he killed Daenerys
#GOT https://t.co/CieY4nH1DE"""
HisCold_Embrace,245,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @Thrones_Memes: The entire Game of Thrones fandom right now... https://t.co/GiJSwo0kWB"""
cristelmolina,249,100,N+,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @tiabbea: Jon highley wanted Drogon to roast his ass. He been begging for death or peace for the last 4 seasons"""
ocaradoodisseia,380,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @odairannies: cersei and daenerys when they see each other in hell https://t.co/bi0ZHMcUpa"""
MoonMonnu,110,100,N,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @danytargyryen: not gonna lie drogon trying to wake dany up ripped my heart right out of my chest https://t.co/qtTNvkPoN9"""
PrinceDali42,30,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @fivefifths: Avatar the Last Airbender, and I say this unironically https://t.co/Sa4K3Wca8B"""
also_rhoda,172,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""My cats name is kitty."""
J_MaxFacSurgeon,75,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""Hahahahahaha @DrAamir_ 
Couldn't they come up with smth better.."""
afifteen,1584,100,N,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @De11eDonne: Thank you @RealSportsHBO for spending some time with us! Tune in tonight at 10 PM ET on @HBO ! https://t.co/Ea01TXUDFY"""
BaemaxNoche,370,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @odairannies: cersei and daenerys when they see each other in hell https://t.co/bi0ZHMcUpa"""
MlZARIES,2238,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @persrephones: robb stark in heaven looking down at sansa https://t.co/jbYx51ch4c"""
txmlinshired,1321,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @aryagendry: why is brienne lord commander of bran's kingsguard and not lord commander of sansa's queensguard make it make sense"""
_emilyherman,617,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @barstoolsports: The future of Westeros https://t.co/7YmTUoetW7"""
KirstFynn,855,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @ultrabrilliant: One second from every episode of Game of Thrones. https://t.co/rFz2CFLwBx"""
_greenandblu_,671,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @annalearyx: Tyrion Lannister making sure Cersei Lannister is definitely dead #GameOfThonesFinale https://t.co/Vy27X9vHon"""
little_scamp85,927,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @paddypower: Game Of Thrones has finished. So it's only right we made a Fan Denial on the finale! https://t.co/vGn8Dsahg6"""
s_spencerwrites,1100,100,N,AGREEMENT,OBJECTIVE,NONIRONIC,"""Every time Holly Hunter gets a new role a gay angel gets its wings https://t.co/v4SsjCY32x"""
grimshaw_holly,449,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @1Lukewarm_: Tyrion and Bran in charge? Looks like Kingslanding due to host the next Paralympics"""
CaptainCashew,357,100,N+,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @ElColosio: Drogon appearing outta nowhere like
#gameofthrones #jonsnow #drogon https://t.co/NwJMI92BsI"""
SherKiBeti,44,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @mollymcnearney: We should try holding our politicians to the same standard we've set for producers of Game of Thrones."""
hypeGoatt,197,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @odairannies: cersei and daenerys when they see each other in hell https://t.co/bi0ZHMcUpa"""
allycatbo,160,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @IBexWeBex: I could never get into Game Of Thrones, but I would watch EVERY SINGLE EPISODE of an Arya The Pirate Queen spin-off #GOT"""
leobourdon,1484,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""Good for her! Sophie Turner slams fan petition to remake Game of Thrones Season 8  https://t.co/zwXpSsnm04"""
asif_murdock,341,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @Yamuva_: Dracarys https://t.co/Hi4BjMU06C"""
4shitsangiggle,177,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""Boom, Mike drop!"""
BlancaBromsson,297,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @itsanevergreen: only Game Of Thrones could make me cry over a fucking dress https://t.co/12sSdRD8Oo"""
AlonsoCello,232,100,N,AGREEMENT,SUBJECTIVE,NONIRONIC,"""RT @sbstryker: Sansa telling a mediocre straight white man to sit the fuck down added five years to my life span"""
xlittlewonder,2134,100,P,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @sansascstark: sansa stark's abusers all dead and her thriving as queen, all that matters to me. https://t.co/CMUQq05ywY"""
NeganWins,2033,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""@WalkingDead_AMC @TheWalkingDead @wwwbigbaldhead Arya is a colonizer worst ending ever."""
miniCitronelle,38,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @ultrabrilliant: One second from every episode of Game of Thrones. https://t.co/rFz2CFLwBx"""
chelsea_njoya,243,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @90sSugarDaddy: Yaba to collect treatment https://t.co/Bi8r9VonLo"""
x_tyleenlopez,230,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @GodspowerTalks: #GameOfThronesFinale this is single handedly the most bad-ass scene in game of thrones https://t.co/gtJ6d8JRK2"""
rach__celeste,241,100,N,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @AliseNavidad: Arya had sex with a man one time and decided there was nothing left for her in all the known universe lol"""
mimimoan,1931,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @fairycrust: daenerys when she kissed jon snow and felt something in her chest
https://t.co/9emi70Wu2f"""
coralbluenmbr5,114,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @fivefifths: Avatar the Last Airbender, and I say this unironically https://t.co/Sa4K3Wca8B"""
Aleskih,160,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @odairannies: sansa's coronation was literally one of the most beautiful scenes and i will never shut up about it https://t.co/cAqLlKzzad"""
alicvikndr,3234,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""EMMYS WORLD TOUR"""
srawaityai,868,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @fivefifths: Avatar the Last Airbender, and I say this unironically https://t.co/Sa4K3Wca8B"""
Savi_Sosa,369,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @odairannies: cersei and daenerys when they see each other in hell https://t.co/bi0ZHMcUpa"""
erichwithach,128,100,N,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @JensenKarp: Can't wait to start watching HBO's Game Of Thrones tonight and then eventually hate it's finale"""
Leonard_210,4861,94,N,DISAGREEMENT,OBJECTIVE,NONIRONIC,"""RT @RaheemKassam: Woke Mafia in Panic as Game of Thrones Slays Queen Social Justice Warrior https://t.co/sKPY5FPlGs"""
migscardoso,578,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @ladyofvaIyria: it was sansa stark https://t.co/2d1MQ8QQun"""
hugmelawliet,1579,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @ultrabrilliant: One second from every episode of Game of Thrones. https://t.co/rFz2CFLwBx"""
_ElDeLosRulitos,2645,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @danytargyryen: team targaryen for life https://t.co/ua36eaVDig"""
Lozu_CS,47,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @ScheifferBates: Arya Stark should get a spin off show about her being a Pirate. Call it 'Arya ready kids!'"""
ElDiablo_94,86,100,N+,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @ElColosio: Drogon appearing outta nowhere like
#gameofthrones #jonsnow #drogon https://t.co/NwJMI92BsI"""
Adri_Lazaro_5,406,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @Thrones_Memes: The entire Game of Thrones fandom right now... https://t.co/GiJSwo0kWB"""
AJDonzo,853,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @ToiIetBoy: Game of Thrones fans @ Bran https://t.co/GAe8ZNKLCa"""
ChicAndVicious,542,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @persrephones: robb stark in heaven looking down at sansa https://t.co/jbYx51ch4c"""
homlvs,945,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @itsanevergreen: only Game Of Thrones could make me cry over a fucking dress https://t.co/12sSdRD8Oo"""
CerysCollins,305,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @MuhammadMods: Jon Snow after he killed Daenerys
#GOT https://t.co/CieY4nH1DE"""
wesleybitches,1522,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @persrephones: robb stark in heaven looking down at sansa https://t.co/jbYx51ch4c"""
aydreahna,759,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @mollymcnearney: We should try holding our politicians to the same standard we've set for producers of Game of Thrones."""
AngieMae96,188,100,N+,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @jHonSewell: Drogon destroyed the Iron throne because the new king already has his own chair #GameOfThrones https://t.co/MwWQn9dvHi"""
sugar_and_mice,76,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @odairannies: cersei and daenerys when they see each other in hell https://t.co/bi0ZHMcUpa"""
RocioMatilla29,510,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @KharloKong: Daenerys' only mistake was giving up this dick... https://t.co/JidANHC3ql"""
Artemishowl_,7501,100,N,AGREEMENT,OBJECTIVE,NONIRONIC,"""dont forget the time where Bronn from Game of Thrones was a successful pop star

https://t.co/zEII07y9RC"""
RazzMoosa,1468,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""Drag us"""
Rachel_Saenz_,22,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""Game Of Thrones, dm me for my pin if you wanna fight that bad. https://t.co/kunz3hzs7m"""
BryantJ238,65,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""#DemThrones 

Arya telling her story of the Battle of Winterfell to the people west of Westeros: https://t.co/KlgseRuK7L"""
kevlncastro,719,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @edbott: Eight years, one month, and 26 days later, this tweet enters the Hall of Fame. https://t.co/TJkSVNAREi"""
ayyseasslan,42,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @leblebizm: Game of Thrones alternatif final sahnesi https://t.co/uBwe1hrL8C"""
onlycersei,810,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""still supporting you bitch ily"""
mantoXXX,53,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""HBO: Remake Game of Thrones Season 8 with competent writers. - Sign the Petition! https://t.co/lRSpmQPMsC via @Change"""
JossephDowns,13,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""6. This bitch committed genocide.
7. She committed committed GENOCIDE."""
tgonzo7965,133,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @GroovyDimitri: AVENGERS ENDING SUCKS, GAME OF THRONES ENDING COMPLETE ASS, PORTLAND GETS FUCKING SWEPT, WHAT THE FUCK IS GOING ON?!"""
chloe_bnyr,144,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @odairannies: cersei and daenerys when they see each other in hell https://t.co/bi0ZHMcUpa"""
Mickael_Grdjn,327,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @majtague: HBO subscribers after tonight https://t.co/w4NWyBYpa9"""
Kohfu_,60,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @ultrabrilliant: One second from every episode of Game of Thrones. https://t.co/rFz2CFLwBx"""
Benahek,40,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @miracleofsound: Game Of Thrones fans: 'Worst ending ever!' 
Mass Effect fans: https://t.co/ioHwquP1Np"""
awmystydia,450,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @NephilimUpdates: Yeah!! Shadow Fam! #SaveShadowhunters https://t.co/2FgrwHQUpN"""
ibnZoldyck,1659,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @fivefifths: Avatar the Last Airbender, and I say this unironically https://t.co/Sa4K3Wca8B"""
Valxrio,1269,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @HasnainMobeen: #GameofThrones
Sam: *Tries to bring democracy to Westeros*

The Lords and Ladies: https://t.co/W5yaELJbIt"""
_repatty,205,100,N+,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @ElColosio: Drogon appearing outta nowhere like
#gameofthrones #jonsnow #drogon https://t.co/NwJMI92BsI"""
monroyhector,242,100,N+,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @jHonSewell: Drogon destroyed the Iron throne because the new king already has his own chair #GameOfThrones https://t.co/MwWQn9dvHi"""
wilsonjtrabal,834,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @DrNerdLove: ""What's west of Westeros?""
My wife: The Resteros"""
Lauugh__,450,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @ultrabrilliant: One second from every episode of Game of Thrones. https://t.co/rFz2CFLwBx"""
kdhatesu,1174,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""like Sansa did Winterfell"""
SadDadDustinn,342,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""Arya traveling to Africa to get blacked."""
funnelchest94,753,100,N,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @JensenKarp: Can't wait to start watching HBO's Game Of Thrones tonight and then eventually hate it's finale"""
hi_im_tumnus,156,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @Cam_Oflage: Part 2 of Tyrion &amp; Jon debating cancelling Arya for impersonating Grey Worm with Faceless magic https://t.co/TDakU15ZrS"""
noordahlan,14,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @odairannies: cersei and daenerys when they see each other in hell https://t.co/bi0ZHMcUpa"""
pedrosuo,318,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @ultrabrilliant: One second from every episode of Game of Thrones. https://t.co/rFz2CFLwBx"""
______rmi,24,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @IDKFAMWTF: Wait so HBO wanted 2 more seasons but D&amp;D wanted to start Star Wars?

They can suck a huge dick wtf"""
