Username,Followers,Confidence,Score_tag,Agreement,Subjectivity,Irony,Tweet
gahlautdhruv,398,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""This 'Game of Thrones' meme is brilliant and should be studied in any film class https://t.co/7AvoPjfKh5"""
lizzimaeluna,62,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @mollymcnearney: We should try holding our politicians to the same standard we've set for producers of Game of Thrones."""
blake_moat,439,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @odairannies: cersei and daenerys when they see each other in hell https://t.co/bi0ZHMcUpa"""
Mammon_Inficius,152,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @fivefifths: Avatar the Last Airbender, and I say this unironically https://t.co/Sa4K3Wca8B"""
HoundNxMore,445,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""I honestly doubt anyone would give a fuck if you stopped cleaning."""
mackymarz,203,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @fivefifths: Avatar the Last Airbender, and I say this unironically https://t.co/Sa4K3Wca8B"""
amemstf,351,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @annalearyx: Tyrion Lannister making sure Cersei Lannister is definitely dead #GameOfThonesFinale https://t.co/Vy27X9vHon"""
LevantEmpress,213,100,P,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @kateleth: Now that Game of Thrones is done you should watch Killing Eve which is both actually gay and actually good"""
funkofinder,319,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""Funko Pop Sansa Stark Games Of Thrones Got Hbo Tv https://t.co/zaB0l2Rl9D"""
Konfyoozed,367,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @ultrabrilliant: One second from every episode of Game of Thrones. https://t.co/rFz2CFLwBx"""
madihasson,97,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @Lesdoggg: HOLY FUCK!!! I DID NOT SEE THAT COMING YO!!  @GameOfThrones @HBO #HERECOMEDEMSPOILERSBITCHES https://t.co/QnZsHhWYsF"""
Lilkey237,64,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @fairycrust: daenerys when she kissed jon snow and felt something in her chest
https://t.co/9emi70Wu2f"""
funkofinder,319,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""Game of Thrones B&amp;N Exclusive 03 Daenerys Targaryen with Gold Dragon Funko Pop! https://t.co/4LcblV8460"""
pablxx_,813,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @springsansa: Stark wolves, Tully scales, Weirwood leaves, Sansa IS the North https://t.co/bz2Pd8DfQC"""
maslinrose,57,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @mxmtoon: me sleeping peacefully having never watched game of thrones or subscribing to beauty youtubers https://t.co/Gh8p9AbcMq"""
FayoAdenuga_,334,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @blicktargaryen: Prequels landing soon, we running it back https://t.co/mdE07yHLEK"""
evaayeen,1191,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @ssaksham194: Absolutely no one:

Sansa: Bran's dick doesn't work

#GameOfThrones https://t.co/5xPDJyswqI"""
beefcliterature,805,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @springsansa: Stark wolves, Tully scales, Weirwood leaves, Sansa IS the North https://t.co/bz2Pd8DfQC"""
ashleystarzyk,483,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""This is actually great... and way less predictable than the actual finale"""
KirstFynn,855,100,N,AGREEMENT,SUBJECTIVE,NONIRONIC,"""RT @sbstryker: Sansa telling a mediocre straight white man to sit the fuck down added five years to my life span"""
LuisLicea,162,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @Thrones_Memes: One second from every episode of Game of Thrones. https://t.co/SXfXqUacPy"""
angelareyes_,161,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @itsanevergreen: only Game Of Thrones could make me cry over a fucking dress https://t.co/12sSdRD8Oo"""
ItsLewii,371,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @ToiIetBoy: Game of Thrones fans @ Bran https://t.co/GAe8ZNKLCa"""
paulvanderlei8,59,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""HBO: Remake Game of Thrones Season 8 with competent writers. - Sign the Petition! https://t.co/OBhUHpUrbj via @Change"""
irbhojani,144,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @odairannies: cersei and daenerys when they see each other in hell https://t.co/bi0ZHMcUpa"""
meg_jadee,388,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @ultrabrilliant: One second from every episode of Game of Thrones. https://t.co/rFz2CFLwBx"""
Doriane_Baril,159,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @odairannies: cersei and daenerys when they see each other in hell https://t.co/bi0ZHMcUpa"""
MarianMachuca97,389,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @fairycrust: daenerys when she kissed jon snow and felt something in her chest
https://t.co/9emi70Wu2f"""
alanmching,51,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @edbott: Eight years, one month, and 26 days later, this tweet enters the Hall of Fame. https://t.co/TJkSVNAREi"""
justliving5h,1523,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @favsscenes: Game of Thrones, 2011 https://t.co/QC6Z4ze7sG"""
chrismcentee,753,100,N+,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @ElColosio: Drogon appearing outta nowhere like
#gameofthrones #jonsnow #drogon https://t.co/NwJMI92BsI"""
SumtingYouRhyme,69,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @1Lukewarm_: Tyrion and Bran in charge? Looks like Kingslanding due to host the next Paralympics"""
RomanHeinrich,256,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @barstoolsports: The future of Westeros https://t.co/7YmTUoetW7"""
Abhisek_Datta,158,100,N+,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @ElColosio: Drogon appearing outta nowhere like
#gameofthrones #jonsnow #drogon https://t.co/NwJMI92BsI"""
lydiastonex1,71,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @ladycerseis: cersei lannister knowing she is the last person who sat on the iron throne
https://t.co/ihePlovPMC"""
opulent_usa,7063,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""https://t.co/raSegClvIa George RR Martin (sort of) reveals whether the end of his 'Game of Thrones' book will mat... https://t.co/z1x00c0oKq"""
floxxpolimon,689,100,P,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @ireneb612: game of thrones as disney (a thread) https://t.co/pUW9GAroNU"""
mspaintart,50,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @mollymcnearney: We should try holding our politicians to the same standard we've set for producers of Game of Thrones."""
mayamcantu,323,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""AOC: ""We need to get some feminist analysis up in HBO."""""
mcoralys_,133,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @ultrabrilliant: One second from every episode of Game of Thrones. https://t.co/rFz2CFLwBx"""
Widad_ZE,1195,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @springsansa: Stark wolves, Tully scales, Weirwood leaves, Sansa IS the North https://t.co/bz2Pd8DfQC"""
ahmedh99_,173,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @Thrones_Memes: One second from every episode of Game of Thrones. https://t.co/SXfXqUacPy"""
ohgoditsranor,585,100,N,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @JensenKarp: Can't wait to start watching HBO's Game Of Thrones tonight and then eventually hate it's finale"""
cakazy,42,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @fivefifths: Avatar the Last Airbender, and I say this unironically https://t.co/Sa4K3Wca8B"""
chloe_bnyr,144,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @fairycrust: daenerys when she kissed jon snow and felt something in her chest
https://t.co/9emi70Wu2f"""
TeenWolf74,1817,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @odairannies: cersei and daenerys when they see each other in hell https://t.co/bi0ZHMcUpa"""
scrltwitchh,251,100,N+,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @ailejandra18: Daenerys being carried away by Drogon https://t.co/uQkjcyEMWf"""
blackliongamers,18,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @ultrabrilliant: One second from every episode of Game of Thrones. https://t.co/rFz2CFLwBx"""
AlyssaNicole_21,429,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @mollymcnearney: We should try holding our politicians to the same standard we've set for producers of Game of Thrones."""
bolu_ay,5040,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @fivefifths: Avatar the Last Airbender, and I say this unironically https://t.co/Sa4K3Wca8B"""
barbiepevches,833,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @annalearyx: Tyrion Lannister making sure Cersei Lannister is definitely dead #GameOfThonesFinale https://t.co/Vy27X9vHon"""
loonarmybebes,252,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""sansa in winterfell while daenerys and her army are attacking kings landing"""
jess_keighleyx,1055,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @ToiIetBoy: Game of Thrones fans @ Bran https://t.co/GAe8ZNKLCa"""
Diegoj9638,230,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @ladycerseis: cersei lannister knowing she is the last person who sat on the iron throne
https://t.co/ihePlovPMC"""
maya_plr,205,100,N+,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @BrandoHD: Bran was the logical choice, Drogon burned the Iron Throne and Bran comes with his own seat."""
Gamer_Girl_149,485,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""Tyrion Lannister (GoT) https://t.co/eRr2rqu6JF"""
CHACHA_GKST,149,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @Beavs: Graphic designer.... https://t.co/IsV89t64te"""
ayeharmony,18085,100,N,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @danytargyryen: not gonna lie drogon trying to wake dany up ripped my heart right out of my chest https://t.co/qtTNvkPoN9"""
_KyleTaylor3,885,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @Thrones_Memes: One second from every episode of Game of Thrones. https://t.co/SXfXqUacPy"""
sndramendezz,393,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @starksluts: Sansa Stark, First Of Her Name, Queen In The North. Long May She Reign. https://t.co/uLqXHKUZxy"""
abbykaitlinxx,837,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @ultrabrilliant: One second from every episode of Game of Thrones. https://t.co/rFz2CFLwBx"""
becky_wtghair,728,100,N,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @danytargyryen: not gonna lie drogon trying to wake dany up ripped my heart right out of my chest https://t.co/qtTNvkPoN9"""
seb3445,21,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @boolin: #GameOfThrones 

how bran won the iron throne https://t.co/ejxu4KOqBC"""
MoAdey_x,644,100,N+,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @ElColosio: Drogon appearing outta nowhere like
#gameofthrones #jonsnow #drogon https://t.co/NwJMI92BsI"""
BernardShure,1174,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @GodspowerTalks: #GameOfThronesFinale this is single handedly the most bad-ass scene in game of thrones https://t.co/gtJ6d8JRK2"""
HannahBear1110,14,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @mollymcnearney: We should try holding our politicians to the same standard we've set for producers of Game of Thrones."""
_EmmaDS,407,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @DrNerdLove: ""What's west of Westeros?""
My wife: The Resteros"""
fauziagacal,1110,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""Most of gave much hype to the season finale of Game Of Thrones...but it was below expectations...Bye"""
Neenazhar,502,100,N+,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @antizyrus: This shot of Drogon behind Dany #GOT https://t.co/bAol0dwOZ8"""
punktumaca,638,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @fivefifths: Avatar the Last Airbender, and I say this unironically https://t.co/Sa4K3Wca8B"""
ploufai,1917,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @MuhammadMods: Jon Snow after he killed Daenerys
#GOT https://t.co/CieY4nH1DE"""
kenza_sbn,859,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @ladycerseis: cersei lannister knowing she is the last person who sat on the iron throne
https://t.co/ihePlovPMC"""
T_Water20,823,100,N+,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @LordsDontWorry: Drogon when he lands with Dany's body
#GameOfThornes https://t.co/VHhUhbflr8"""
sxbrinah,1013,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @fivefifths: Avatar the Last Airbender, and I say this unironically https://t.co/Sa4K3Wca8B"""
flyestteen13,56,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""Nah this was actually on fucking point!"""
natruska_,129,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @odairannies: cersei and daenerys when they see each other in hell https://t.co/bi0ZHMcUpa"""
JarrielSusio,217,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @fivefifths: Avatar the Last Airbender, and I say this unironically https://t.co/Sa4K3Wca8B"""
HShebear,9,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""Thought this Game of Thrones ending was inevitable but I guess I was wrong. https://t.co/YBoAINlQiN"""
LuuliBo,282,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @winterfeIIbucky: sansa stark outliving all of her abusers is my aesthetic. https://t.co/wSeqNQ7C3T"""
moevazquez,4488,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @odairannies: cersei and daenerys when they see each other in hell https://t.co/bi0ZHMcUpa"""
jarill_,102,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @barstoolsports: The future of Westeros https://t.co/7YmTUoetW7"""
dontreras,711,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""THIS. CONTENT."""
jetyap1,690,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""WHAT EVEN"""
your_stepdad,5841,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""@sirala6 Its game of thrones Danny lmao"""
turtbeast,5,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @fivefifths: Avatar the Last Airbender, and I say this unironically https://t.co/Sa4K3Wca8B"""
erinfuks,21,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @fivefifths: Avatar the Last Airbender, and I say this unironically https://t.co/Sa4K3Wca8B"""
kaitlyn_rturner,257,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @fivefifths: Avatar the Last Airbender, and I say this unironically https://t.co/Sa4K3Wca8B"""
audrum1,330,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @Thrones_Memes: One second from every episode of Game of Thrones. https://t.co/SXfXqUacPy"""
rafallalelilolu,64,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @abezerraigor: J.K. Rowling Reveals that Arya stark is the transgender Harry Potter All Along https://t.co/QP2TU0kqLQ"""
adjoaodei,24,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @fivefifths: Avatar the Last Airbender, and I say this unironically https://t.co/Sa4K3Wca8B"""
Wonderful_Ju,923,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @annalearyx: Tyrion Lannister making sure Cersei Lannister is definitely dead #GameOfThonesFinale https://t.co/Vy27X9vHon"""
alvaro_fdez10,212,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @itsanevergreen: only Game Of Thrones could make me cry over a fucking dress https://t.co/12sSdRD8Oo"""
lilmazzapan,420,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @KharloKong: Daenerys' only mistake was giving up this dick... https://t.co/JidANHC3ql"""
Glezay,193,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""You can't pet the dog in Game of Thrones if you don't have the Finale DLC."""
letidguez,2983,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @ultrabrilliant: One second from every episode of Game of Thrones. https://t.co/rFz2CFLwBx"""
catmom4lyfe,75,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @odairannies: sansa's coronation was literally one of the most beautiful scenes and i will never shut up about it https://t.co/cAqLlKzzad"""
SN34KZ,153,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""Death Note or Neon Genesis Evangelion tbh"""
alex_masarque,405,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @fairycrust: daenerys when she kissed jon snow and felt something in her chest
https://t.co/9emi70Wu2f"""
___maxsmith_,51,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @mollymcnearney: We should try holding our politicians to the same standard we've set for producers of Game of Thrones."""
sheenjoestar,51,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @Thrones_Memes: The entire Game of Thrones fandom right now... https://t.co/GiJSwo0kWB"""
lamainlmao,1216,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @KassFireborn: @gilbertjasono I liked the part where they all stood up to remind Bran he can't do that anymore."""
JacobKimbarow,313,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @fivefifths: Avatar the Last Airbender, and I say this unironically https://t.co/Sa4K3Wca8B"""
manavi_kp,77,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @fivefifths: Avatar the Last Airbender, and I say this unironically https://t.co/Sa4K3Wca8B"""
lonelycanary15,1004,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @springsansa: Stark wolves, Tully scales, Weirwood leaves, Sansa IS the North https://t.co/bz2Pd8DfQC"""
litttlevixen,375,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @amidalastark: dying or not, daenerys still won the game of thrones https://t.co/hStaaMVm9R"""
HLixir,2,100,N+,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @ElColosio: Drogon appearing outta nowhere like
#gameofthrones #jonsnow #drogon https://t.co/NwJMI92BsI"""
duuniaasv,49,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @odairannies: sansa's coronation was literally one of the most beautiful scenes and i will never shut up about it https://t.co/cAqLlKzzad"""
Lei_cake,50,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @Thrones_Memes: One second from every episode of Game of Thrones. https://t.co/SXfXqUacPy"""
brittaspjut,71,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @ultrabrilliant: One second from every episode of Game of Thrones. https://t.co/rFz2CFLwBx"""
xMilesapartx,235,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @perfectly1shawn: Same here https://t.co/4QnM7ehcww"""
saragrack,888,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""i have to laugh"""
MissVeeBee,1164,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @mollymcnearney: We should try holding our politicians to the same standard we've set for producers of Game of Thrones."""
LamboAaron,592,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @PeterJMarshall: arya https://t.co/1Q2BaX8Ffj"""
lvetmarie,585,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @fivefifths: Avatar the Last Airbender, and I say this unironically https://t.co/Sa4K3Wca8B"""
HashtagShrid,34,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""""Ohhh. I thought you said Weasteros""
-Arya's navigator, Patrick Stark"""
courtneyglanert,447,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @DrNerdLove: ""What's west of Westeros?""
My wife: The Resteros"""
matthieu171290,58,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @KharloKong: Daenerys' only mistake was giving up this dick... https://t.co/JidANHC3ql"""
Flemmer6,11,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @ultrabrilliant: One second from every episode of Game of Thrones. https://t.co/rFz2CFLwBx"""
taliacarmina,51,100,N+,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @FeitsBarstool: Did we just watch Drogon comprehend how power corrupts and break the wheel himself?"""
sasukedasilva,1063,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @ultrabrilliant: One second from every episode of Game of Thrones. https://t.co/rFz2CFLwBx"""
RedRunningHeart,43,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @mollymcnearney: We should try holding our politicians to the same standard we've set for producers of Game of Thrones."""
kateyvns,782,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @ultrabrilliant: One second from every episode of Game of Thrones. https://t.co/rFz2CFLwBx"""
jonslongclaw,3011,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""the rightful heir to the iron throne kneeling to bran stark... the audacity d&amp;d had"""
mcsmrll,310,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @fivefifths: Avatar the Last Airbender, and I say this unironically https://t.co/Sa4K3Wca8B"""
diegokroeff,207,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @MuhammadMods: Jon Snow after he killed Daenerys
#GOT https://t.co/CieY4nH1DE"""
butelhu,1042,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @itsanevergreen: only Game Of Thrones could make me cry over a fucking dress https://t.co/12sSdRD8Oo"""
megabno,92,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @matoustar: i feel this on a personal level uwu https://t.co/72ayqewslu"""
Carmelo_DG,315,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @Thrones_Memes: The entire Game of Thrones fandom right now... https://t.co/GiJSwo0kWB"""
oftherosee,14,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @springsansa: Stark wolves, Tully scales, Weirwood leaves, Sansa IS the North https://t.co/bz2Pd8DfQC"""
LisaLimarola,418,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @Thrones_Memes: One second from every episode of Game of Thrones. https://t.co/SXfXqUacPy"""
apageofmadness_,3,100,P,AGREEMENT,OBJECTIVE,NONIRONIC,"""Doing some research into the Daenerys madness. I'll pin it when I'm done."""
Dasugo,192,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""@andyRoidO Omo, slow down. What he did was consistent. Why tell her to her face? Abi the next words will be Dracarys??!"""
avrevm,1792,100,N,AGREEMENT,SUBJECTIVE,NONIRONIC,"""RT @sbstryker: Sansa telling a mediocre straight white man to sit the fuck down added five years to my life span"""
rumanmahmudbd,785,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""This 'Game of Thrones' meme is brilliant and should be studied in any film class https://t.co/l2ZIXEf8lf"""
BoSegaroMedia,118,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @fivefifths: Avatar the Last Airbender, and I say this unironically https://t.co/Sa4K3Wca8B"""
tommyfitz,697,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @LeeDawsonPT: Still the best thing to come out of 8 seasons of Game Of Thrones https://t.co/tvQekOXSrF"""
bobssakcuf,18,100,N+,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @LordsDontWorry: Drogon when he lands with Dany's body
#GameOfThornes https://t.co/VHhUhbflr8"""
ifuseekcinthia,1364,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @ultrabrilliant: One second from every episode of Game of Thrones. https://t.co/rFz2CFLwBx"""
rumanmahmudbd,785,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""Plastic water bottle appears in 'Game of Thrones' finale https://t.co/rZKdNIohFS"""
Whaleman_Brady,381,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @boolin: #GameOfThrones 

how bran won the iron throne https://t.co/ejxu4KOqBC"""
Ahmed_Alkhatib,156,100,N+,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @ElColosio: Drogon appearing outta nowhere like
#gameofthrones #jonsnow #drogon https://t.co/NwJMI92BsI"""
WaleedA427,204,100,N+,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @LordsDontWorry: Drogon when he lands with Dany's body
#GameOfThornes https://t.co/VHhUhbflr8"""
inesbeatrizz,805,100,N,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @danytargyryen: not gonna lie drogon trying to wake dany up ripped my heart right out of my chest https://t.co/qtTNvkPoN9"""
marzu_awwal,589,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""So they just had to force Bran the raven down our throat"""
HelenJSoulsby,754,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @ToiIetBoy: Game of Thrones fans @ Bran https://t.co/GAe8ZNKLCa"""
FutureOfTVNews,385,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""Plastic water bottle appears in 'Game of Thrones' finale https://t.co/oI7DgRUbuA"""
Chaos_RL,149,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @fivefifths: Avatar the Last Airbender, and I say this unironically https://t.co/Sa4K3Wca8B"""
D4vid_Lim4,180,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @odairannies: cersei and daenerys when they see each other in hell https://t.co/bi0ZHMcUpa"""
DenzellTurner,1153,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @odairannies: cersei and daenerys when they see each other in hell https://t.co/bi0ZHMcUpa"""
Dat_Bitch_Barbi,72,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @DrNerdLove: ""What's west of Westeros?""
My wife: The Resteros"""
BiddysLaCala,404,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""Spoiler Alert - Game of Thrones Final Scene #GameOfThonesFinal #IrishPub #CostadelSol #GOTFinale"""
nashwamaye,284,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @ultrabrilliant: One second from every episode of Game of Thrones. https://t.co/rFz2CFLwBx"""
GiancarloBFH,119,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @cedricbixler_: Fuck the Westeros Baptist Church"""
fayt912,16,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @odairannies: cersei and daenerys when they see each other in hell https://t.co/bi0ZHMcUpa"""
WonderShark2,15,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @winterfeIIbucky: 7. THE LOOKS ON THEIR FACES WHEN DAENERYS STARTS SPEAKING VALYRIAN WILL NEVER GET OLD. https://t.co/XMjYSs3Duy"""
westerosgenius,822,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @Thrones_Memes: The entire Game of Thrones fandom right now... https://t.co/GiJSwo0kWB"""
iamConwayShitty,259,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @rianjohnson: GUYS https://t.co/xGvp3cwP3a"""
